bikeid,ride_count(次),total_distance(km),avg_distance(km),total_duration(min),avg_duration(min)
150918,1,1.09,1.09,7.0,7.0
150927,3,2.83,0.94,34.0,11.33
150931,2,2.24,1.12,21.0,10.5
150932,1,2.02,2.02,23.0,23.0
150948,1,1.46,1.46,14.0,14.0
150951,1,1.11,1.11,11.0,11.0
150955,1,1.91,1.91,15.0,15.0
150960,1,0.89,0.89,5.0,5.0
150964,1,2.11,2.11,11.0,11.0
150965,1,1.0,1.0,7.0,7.0
150976,1,2.77,2.77,24.0,24.0
150987,1,1.32,1.32,16.0,16.0
150999,2,6.4,3.2,42.0,21.0
151002,1,0.38,0.38,22.0,22.0
151004,1,0.52,0.52,11.0,11.0
151006,1,2.11,2.11,14.0,14.0
151007,1,0.15,0.15,15.0,15.0
151008,1,0.83,0.83,28.0,28.0
151012,1,0.58,0.58,3.0,3.0
151015,3,2.82,0.94,95.0,31.67
151016,1,5.24,5.24,25.0,25.0
151022,1,0.22,0.22,2.0,2.0
151031,1,0.98,0.98,10.0,10.0
151034,1,1.34,1.34,45.0,45.0
151036,1,4.03,4.03,27.0,27.0
151039,2,2.06,1.03,40.0,20.0
151044,2,1.8,0.9,17.0,8.5
151059,1,0.29,0.29,22.0,22.0
151060,1,1.62,1.62,20.0,20.0
151064,1,2.53,2.53,21.0,21.0
151065,2,1.89,0.95,13.0,6.5
151076,2,3.59,1.79,36.0,18.0
151086,1,0.88,0.88,9.0,9.0
151087,1,2.66,2.66,27.0,27.0
151089,1,3.43,3.43,49.0,49.0
151098,1,1.43,1.43,13.0,13.0
151108,1,3.4,3.4,46.0,46.0
151111,1,2.06,2.06,15.0,15.0
151113,1,1.57,1.57,20.0,20.0
151119,3,1.97,0.66,20.0,6.67
151123,1,5.76,5.76,90.0,90.0
151132,1,0.4,0.4,5.0,5.0
151133,4,17.97,4.49,162.0,40.5
151136,1,0.77,0.77,9.0,9.0
151137,2,2.5,1.25,17.0,8.5
151138,1,0.44,0.44,6.0,6.0
151147,1,1.53,1.53,18.0,18.0
151155,1,0.58,0.58,12.0,12.0
151170,1,3.46,3.46,24.0,24.0
151176,1,1.46,1.46,10.0,10.0
151185,1,2.28,2.28,96.0,96.0
151186,2,1.61,0.8,52.0,26.0
151189,4,4.0,1.0,57.0,14.25
151191,1,0.8,0.8,7.0,7.0
151196,2,1.37,0.68,22.0,11.0
151197,1,0.97,0.97,14.0,14.0
151198,1,4.09,4.09,30.0,30.0
151199,1,1.13,1.13,16.0,16.0
151201,1,0.58,0.58,6.0,6.0
151205,1,0.83,0.83,6.0,6.0
151206,1,1.17,1.17,15.0,15.0
151209,1,0.31,0.31,18.0,18.0
151211,3,3.99,1.33,38.0,12.67
151212,1,2.62,2.62,18.0,18.0
151215,1,1.14,1.14,20.0,20.0
151216,2,2.35,1.17,16.0,8.0
151219,1,0.94,0.94,7.0,7.0
151220,2,1.98,0.99,25.0,12.5
151223,1,0.8,0.8,18.0,18.0
151226,1,3.42,3.42,20.0,20.0
151228,2,3.95,1.98,96.0,48.0
151229,1,0.88,0.88,10.0,10.0
151242,1,0.59,0.59,25.0,25.0
151243,1,1.54,1.54,19.0,19.0
151250,1,0.86,0.86,8.0,8.0
151253,1,1.87,1.87,15.0,15.0
151254,1,0.72,0.72,8.0,8.0
151272,1,0.65,0.65,8.0,8.0
151275,1,6.96,6.96,52.0,52.0
151277,1,0.29,0.29,21.0,21.0
151285,2,1.18,0.59,33.0,16.5
151289,1,1.9,1.9,27.0,27.0
151290,1,0.58,0.58,5.0,5.0
151294,2,1.87,0.93,24.0,12.0
151297,2,10.94,5.47,76.0,38.0
151313,1,0.44,0.44,7.0,7.0
151320,1,4.11,4.11,27.0,27.0
151322,2,2.21,1.11,20.0,10.0
151324,1,1.38,1.38,10.0,10.0
151329,1,0.5,0.5,24.0,24.0
151331,2,1.61,0.8,14.0,7.0
151334,1,1.22,1.22,11.0,11.0
151336,2,2.35,1.17,25.0,12.5
151339,2,1.54,0.77,16.0,8.0
151341,1,2.54,2.54,20.0,20.0
151343,1,0.52,0.52,6.0,6.0
151349,1,3.06,3.06,23.0,23.0
151351,1,1.15,1.15,10.0,10.0
151353,1,0.96,0.96,9.0,9.0
151357,1,0.8,0.8,11.0,11.0
151359,1,0.79,0.79,74.0,74.0
151372,1,1.29,1.29,6.0,6.0
151374,1,2.74,2.74,20.0,20.0
151377,1,1.1,1.1,5.0,5.0
151384,2,2.8,1.4,50.0,25.0
151387,1,1.58,1.58,11.0,11.0
151390,1,2.25,2.25,22.0,22.0
151392,1,3.26,3.26,24.0,24.0
151407,1,1.24,1.24,12.0,12.0
151410,1,0.44,0.44,4.0,4.0
151412,1,5.45,5.45,48.0,48.0
151413,1,4.15,4.15,26.0,26.0
151426,1,1.08,1.08,13.0,13.0
151433,1,8.37,8.37,56.0,56.0
151442,1,0.22,0.22,44.0,44.0
151444,1,0.45,0.45,6.0,6.0
151445,1,1.57,1.57,18.0,18.0
151449,1,0.58,0.58,5.0,5.0
151450,1,4.28,4.28,32.0,32.0
151452,1,0.66,0.66,10.0,10.0
151453,1,1.05,1.05,11.0,11.0
151457,3,3.57,1.19,32.0,10.67
151460,1,0.96,0.96,39.0,39.0
151461,1,1.73,1.73,12.0,12.0
151469,1,3.65,3.65,25.0,25.0
151472,1,1.62,1.62,18.0,18.0
151476,1,2.49,2.49,21.0,21.0
151477,1,2.07,2.07,39.0,39.0
151480,1,4.18,4.18,41.0,41.0
151481,1,0.69,0.69,6.0,6.0
151485,1,1.23,1.23,8.0,8.0
151488,1,0.45,0.45,5.0,5.0
151493,1,3.03,3.03,28.0,28.0
151500,1,2.01,2.01,14.0,14.0
151501,1,0.45,0.45,4.0,4.0
151502,1,1.25,1.25,10.0,10.0
151504,1,2.8,2.8,20.0,20.0
151507,1,2.45,2.45,28.0,28.0
151509,2,2.79,1.39,27.0,13.5
151510,1,0.52,0.52,5.0,5.0
151512,2,2.51,1.25,18.0,9.0
151521,1,2.24,2.24,32.0,32.0
151524,1,1.01,1.01,8.0,8.0
151526,2,5.57,2.78,39.0,19.5
151535,1,0.86,0.86,11.0,11.0
151536,1,0.56,0.56,18.0,18.0
151541,1,0.5,0.5,3.0,3.0
151545,1,0.58,0.58,5.0,5.0
151557,2,4.59,2.29,56.0,28.0
151572,1,1.01,1.01,13.0,13.0
151576,2,2.14,1.07,30.0,15.0
151581,1,3.5,3.5,24.0,24.0
151586,1,3.55,3.55,42.0,42.0
151589,2,0.88,0.44,4.0,2.0
151591,1,4.13,4.13,30.0,30.0
151592,1,0.65,0.65,8.0,8.0
151593,1,1.57,1.57,20.0,20.0
151594,1,4.24,4.24,45.0,45.0
151596,1,1.44,1.44,14.0,14.0
151599,2,5.27,2.64,39.0,19.5
151601,1,1.69,1.69,19.0,19.0
151604,1,2.23,2.23,14.0,14.0
151606,1,4.0,4.0,28.0,28.0
151608,1,2.58,2.58,34.0,34.0
151609,2,1.36,0.68,34.0,17.0
151612,2,5.68,2.84,54.0,27.0
151616,1,0.59,0.59,12.0,12.0
151617,1,0.88,0.88,11.0,11.0
151630,1,1.07,1.07,19.0,19.0
151635,1,1.15,1.15,9.0,9.0
151636,1,0.69,0.69,5.0,5.0
151643,1,1.86,1.86,12.0,12.0
151649,2,3.22,1.61,25.0,12.5
151650,1,0.24,0.24,2.0,2.0
151654,1,2.88,2.88,19.0,19.0
151655,1,1.31,1.31,6.0,6.0
151656,2,2.1,1.05,16.0,8.0
151659,1,2.26,2.26,19.0,19.0
151660,2,4.63,2.32,32.0,16.0
151661,1,1.4,1.4,11.0,11.0
151665,2,1.17,0.58,42.0,21.0
151672,1,5.18,5.18,46.0,46.0
151673,1,4.81,4.81,39.0,39.0
151674,1,1.87,1.87,22.0,22.0
151677,1,0.29,0.29,4.0,4.0
151682,2,1.35,0.68,12.0,6.0
151685,1,3.4,3.4,34.0,34.0
151686,1,0.82,0.82,68.0,68.0
151689,4,3.12,0.78,31.0,7.75
151697,1,0.72,0.72,8.0,8.0
151714,2,1.15,0.58,17.0,8.5
151716,2,2.0,1.0,19.0,9.5
151722,1,0.83,0.83,87.0,87.0
151725,1,2.33,2.33,12.0,12.0
151727,1,1.15,1.15,10.0,10.0
151728,1,0.45,0.45,3.0,3.0
151729,1,1.1,1.1,156.0,156.0
151730,1,1.28,1.28,24.0,24.0
151739,2,5.21,2.61,46.0,23.0
151740,1,0.52,0.52,5.0,5.0
151749,2,1.11,0.56,11.0,5.5
151755,1,1.11,1.11,13.0,13.0
151760,1,2.17,2.17,15.0,15.0
151761,1,1.36,1.36,10.0,10.0
151764,1,0.82,0.82,6.0,6.0
151765,1,0.83,0.83,13.0,13.0
151767,2,0.87,0.43,13.0,6.5
151777,1,1.56,1.56,18.0,18.0
151784,1,0.44,0.44,5.0,5.0
151785,1,0.86,0.86,4.0,4.0
151791,1,1.46,1.46,21.0,21.0
151797,1,0.45,0.45,7.0,7.0
151798,4,6.35,1.59,45.0,11.25
151800,1,0.8,0.8,28.0,28.0
151803,1,1.18,1.18,10.0,10.0
151808,1,1.08,1.08,8.0,8.0
151813,1,1.97,1.97,18.0,18.0
151814,1,1.32,1.32,15.0,15.0
151815,3,4.1,1.37,25.0,8.33
151818,1,0.91,0.91,7.0,7.0
151832,1,0.61,0.61,6.0,6.0
151833,1,1.56,1.56,10.0,10.0
151837,1,1.21,1.21,14.0,14.0
151838,1,0.4,0.4,23.0,23.0
151841,1,0.44,0.44,5.0,5.0
151845,1,0.67,0.67,6.0,6.0
151847,1,1.07,1.07,22.0,22.0
151849,1,0.49,0.49,5.0,5.0
151850,1,7.84,7.84,146.0,146.0
151853,2,3.05,1.53,34.0,17.0
151858,2,1.09,0.55,26.0,13.0
151861,1,3.02,3.02,17.0,17.0
151868,1,1.49,1.49,11.0,11.0
151872,2,2.38,1.19,86.0,43.0
151873,1,2.45,2.45,19.0,19.0
151887,1,1.06,1.06,12.0,12.0
151888,5,3.41,0.68,30.0,6.0
151890,1,2.86,2.86,24.0,24.0
151898,1,1.11,1.11,12.0,12.0
151902,1,10.39,10.39,58.0,58.0
151905,3,6.11,2.04,39.0,13.0
151911,1,1.8,1.8,12.0,12.0
151912,1,1.58,1.58,12.0,12.0
151924,1,3.02,3.02,16.0,16.0
151925,1,0.91,0.91,6.0,6.0
151932,1,0.72,0.72,4.0,4.0
151935,1,1.3,1.3,10.0,10.0
151937,1,1.25,1.25,11.0,11.0
151940,1,2.12,2.12,11.0,11.0
151943,1,4.93,4.93,40.0,40.0
151946,1,0.88,0.88,35.0,35.0
151950,1,1.15,1.15,10.0,10.0
151953,1,1.52,1.52,53.0,53.0
151960,1,0.31,0.31,5.0,5.0
151967,1,1.61,1.61,11.0,11.0
151970,2,1.39,0.7,10.0,5.0
151977,2,5.61,2.8,46.0,23.0
151978,1,0.38,0.38,58.0,58.0
151979,5,18.4,3.68,129.0,25.8
151989,1,9.57,9.57,175.0,175.0
152000,1,0.83,0.83,7.0,7.0
152009,1,4.11,4.11,29.0,29.0
152010,1,0.65,0.65,72.0,72.0
152012,1,4.41,4.41,51.0,51.0
152017,1,0.8,0.8,65.0,65.0
152019,1,0.97,0.97,12.0,12.0
152021,1,1.59,1.59,88.0,88.0
152023,1,1.01,1.01,8.0,8.0
152024,1,1.05,1.05,10.0,10.0
152030,2,10.18,5.09,112.0,56.0
152034,1,1.17,1.17,15.0,15.0
152035,1,10.31,10.31,71.0,71.0
152037,2,2.09,1.04,16.0,8.0
152038,2,1.25,0.63,177.0,88.5
152040,1,2.76,2.76,29.0,29.0
152045,2,4.54,2.27,43.0,21.5
152055,2,0.94,0.47,31.0,15.5
152060,1,1.1,1.1,9.0,9.0
152062,1,1.0,1.0,18.0,18.0
152073,1,1.97,1.97,16.0,16.0
152075,1,0.59,0.59,26.0,26.0
152078,2,2.37,1.19,32.0,16.0
152083,1,1.0,1.0,9.0,9.0
152084,1,1.11,1.11,6.0,6.0
152085,2,4.06,2.03,44.0,22.0
152088,2,11.36,5.68,67.0,33.5
152089,2,2.37,1.18,23.0,11.5
152095,1,0.15,0.15,88.0,88.0
152097,3,3.81,1.27,49.0,16.33
152102,1,5.41,5.41,60.0,60.0
152110,1,2.1,2.1,14.0,14.0
152118,1,2.38,2.38,27.0,27.0
152128,2,0.77,0.38,11.0,5.5
152129,1,2.69,2.69,15.0,15.0
152132,2,5.07,2.54,57.0,28.5
152134,1,1.16,1.16,6.0,6.0
152138,1,1.0,1.0,5.0,5.0
152141,1,2.82,2.82,23.0,23.0
152145,1,0.24,0.24,6.0,6.0
152152,1,1.3,1.3,11.0,11.0
152160,1,1.17,1.17,11.0,11.0
152161,1,1.38,1.38,10.0,10.0
152165,1,0.29,0.29,4.0,4.0
152166,1,1.46,1.46,17.0,17.0
152168,1,2.04,2.04,11.0,11.0
152178,1,2.1,2.1,13.0,13.0
152179,4,10.09,2.52,77.0,19.25
152190,1,0.4,0.4,8.0,8.0
152201,1,2.8,2.8,23.0,23.0
152209,1,0.5,0.5,31.0,31.0
152213,1,1.73,1.73,12.0,12.0
152215,1,1.62,1.62,14.0,14.0
152216,1,0.83,0.83,6.0,6.0
152218,2,5.69,2.84,53.0,26.5
152219,1,3.5,3.5,24.0,24.0
152222,1,1.82,1.82,10.0,10.0
152224,1,0.4,0.4,26.0,26.0
152229,3,6.72,2.24,48.0,16.0
152232,1,2.04,2.04,13.0,13.0
152238,2,1.5,0.75,11.0,5.5
152248,1,1.44,1.44,22.0,22.0
152249,1,1.05,1.05,9.0,9.0
152250,1,0.93,0.93,6.0,6.0
152255,1,3.26,3.26,20.0,20.0
152262,2,2.41,1.21,54.0,27.0
152268,1,0.7,0.7,5.0,5.0
152270,1,3.45,3.45,71.0,71.0
152279,1,0.22,0.22,16.0,16.0
152282,1,0.49,0.49,4.0,4.0
152285,1,0.58,0.58,6.0,6.0
152287,2,4.97,2.49,47.0,23.5
152288,1,2.28,2.28,21.0,21.0
152292,1,0.67,0.67,7.0,7.0
152298,1,0.83,0.83,6.0,6.0
152305,1,1.01,1.01,9.0,9.0
152308,2,2.34,1.17,33.0,16.5
152310,1,0.48,0.48,4.0,4.0
152312,3,2.63,0.88,23.0,7.67
152314,2,1.45,0.72,22.0,11.0
152318,1,2.67,2.67,23.0,23.0
152325,1,0.94,0.94,11.0,11.0
152326,2,2.23,1.12,28.0,14.0
152330,2,3.17,1.58,22.0,11.0
152335,1,3.54,3.54,55.0,55.0
152338,2,2.7,1.35,24.0,12.0
152339,2,4.05,2.03,40.0,20.0
152341,1,2.1,2.1,28.0,28.0
152344,2,1.4,0.7,14.0,7.0
152350,2,1.64,0.82,12.0,6.0
152357,1,0.44,0.44,12.0,12.0
152359,2,2.05,1.03,16.0,8.0
152360,1,3.42,3.42,36.0,36.0
152363,1,0.8,0.8,7.0,7.0
152365,2,1.35,0.67,22.0,11.0
152370,2,2.25,1.13,18.0,9.0
152371,1,1.16,1.16,12.0,12.0
152376,1,0.83,0.83,11.0,11.0
152381,1,0.29,0.29,5.0,5.0
152388,2,1.18,0.59,25.0,12.5
152389,1,1.91,1.91,13.0,13.0
152398,2,1.9,0.95,20.0,10.0
152400,1,0.58,0.58,4.0,4.0
152402,2,1.67,0.84,19.0,9.5
152404,1,1.46,1.46,13.0,13.0
152408,1,0.4,0.4,7.0,7.0
152422,2,1.3,0.65,15.0,7.5
152423,1,1.68,1.68,17.0,17.0
152425,1,2.48,2.48,19.0,19.0
152427,2,3.91,1.95,22.0,11.0
152433,1,0.73,0.73,5.0,5.0
152434,1,1.38,1.38,8.0,8.0
152439,1,1.72,1.72,15.0,15.0
152444,2,3.96,1.98,35.0,17.5
152446,1,0.8,0.8,8.0,8.0
152447,1,0.78,0.78,6.0,6.0
152453,1,0.58,0.58,5.0,5.0
152458,3,2.28,0.76,29.0,9.67
152461,1,0.8,0.8,6.0,6.0
152467,1,0.67,0.67,6.0,6.0
152471,1,0.93,0.93,5.0,5.0
152474,1,3.56,3.56,29.0,29.0
152475,1,5.43,5.43,71.0,71.0
152480,1,1.01,1.01,9.0,9.0
152484,1,0.94,0.94,7.0,7.0
152485,1,0.62,0.62,26.0,26.0
152491,1,0.58,0.58,9.0,9.0
152492,2,2.2,1.1,25.0,12.5
152498,1,1.86,1.86,17.0,17.0
152501,2,8.1,4.05,87.0,43.5
152505,1,0.98,0.98,15.0,15.0
152508,1,0.24,0.24,3.0,3.0
152509,2,1.15,0.58,18.0,9.0
152512,1,3.99,3.99,25.0,25.0
152514,1,0.89,0.89,8.0,8.0
152516,1,1.07,1.07,11.0,11.0
152518,1,0.59,0.59,4.0,4.0
152523,2,2.87,1.44,26.0,13.0
152525,3,2.93,0.98,38.0,12.67
152526,1,2.49,2.49,19.0,19.0
152535,1,0.88,0.88,6.0,6.0
152536,1,0.24,0.24,4.0,4.0
152546,1,0.65,0.65,8.0,8.0
152549,2,1.78,0.89,26.0,13.0
152553,1,1.34,1.34,10.0,10.0
152555,2,2.16,1.08,32.0,16.0
152561,1,0.53,0.53,3.0,3.0
152562,1,0.93,0.93,10.0,10.0
152569,1,0.56,0.56,10.0,10.0
152571,1,1.04,1.04,11.0,11.0
152574,2,1.69,0.84,10.0,5.0
152576,1,1.38,1.38,11.0,11.0
152580,1,0.72,0.72,7.0,7.0
152582,1,0.7,0.7,4.0,4.0
152588,2,2.35,1.17,22.0,11.0
152595,1,1.46,1.46,7.0,7.0
152598,1,0.58,0.58,4.0,4.0
152599,1,0.82,0.82,8.0,8.0
152601,2,2.35,1.18,37.0,18.5
152613,1,0.31,0.31,15.0,15.0
152618,1,0.38,0.38,3.0,3.0
152625,1,0.94,0.94,5.0,5.0
152628,2,3.41,1.71,29.0,14.5
152630,1,1.06,1.06,8.0,8.0
152632,1,1.27,1.27,10.0,10.0
152634,3,3.72,1.24,22.0,7.33
152636,1,1.97,1.97,16.0,16.0
152637,1,3.91,3.91,37.0,37.0
152638,4,3.25,0.81,48.0,12.0
152644,1,0.58,0.58,9.0,9.0
152645,2,2.59,1.29,24.0,12.0
152647,2,2.14,1.07,15.0,7.5
152651,1,0.89,0.89,14.0,14.0
152653,1,0.48,0.48,4.0,4.0
152656,1,1.87,1.87,18.0,18.0
152660,1,1.11,1.11,10.0,10.0
152669,3,2.62,0.87,24.0,8.0
152673,1,2.31,2.31,15.0,15.0
152680,2,2.62,1.31,22.0,11.0
152688,1,0.58,0.58,10.0,10.0
152692,1,8.09,8.09,59.0,59.0
152696,1,1.13,1.13,7.0,7.0
152704,1,1.07,1.07,9.0,9.0
152708,1,0.8,0.8,6.0,6.0
152710,1,1.11,1.11,11.0,11.0
152711,1,0.52,0.52,6.0,6.0
152730,1,6.68,6.68,31.0,31.0
152732,1,1.97,1.97,15.0,15.0
152737,1,0.67,0.67,4.0,4.0
152741,1,2.07,2.07,18.0,18.0
152744,1,8.83,8.83,66.0,66.0
152750,1,0.78,0.78,9.0,9.0
152766,2,1.53,0.77,35.0,17.5
152774,1,7.85,7.85,48.0,48.0
152777,1,0.86,0.86,6.0,6.0
152783,1,0.66,0.66,13.0,13.0
152787,1,1.61,1.61,14.0,14.0
152788,1,1.57,1.57,13.0,13.0
152791,2,1.16,0.58,9.0,4.5
152792,1,2.35,2.35,18.0,18.0
152795,1,0.15,0.15,12.0,12.0
152798,2,2.83,1.41,35.0,17.5
152809,1,0.44,0.44,33.0,33.0
152812,1,0.48,0.48,5.0,5.0
152815,1,1.06,1.06,9.0,9.0
152816,1,1.17,1.17,9.0,9.0
152817,1,0.93,0.93,8.0,8.0
152821,1,2.46,2.46,18.0,18.0
152824,1,0.88,0.88,11.0,11.0
152826,2,1.92,0.96,20.0,10.0
152828,1,1.49,1.49,18.0,18.0
152843,2,3.21,1.61,20.0,10.0
152847,1,0.22,0.22,6.0,6.0
152849,1,4.77,4.77,43.0,43.0
152852,1,2.46,2.46,18.0,18.0
152857,1,1.8,1.8,13.0,13.0
152859,1,1.74,1.74,18.0,18.0
152860,2,1.78,0.89,20.0,10.0
152865,1,0.94,0.94,6.0,6.0
152866,1,2.11,2.11,26.0,26.0
152868,3,2.97,0.99,69.0,23.0
152870,2,5.99,3.0,34.0,17.0
152871,2,1.58,0.79,10.0,5.0
152876,2,1.01,0.51,13.0,6.5
152878,1,1.16,1.16,6.0,6.0
152880,1,1.45,1.45,10.0,10.0
152885,2,3.21,1.6,47.0,23.5
152887,1,1.16,1.16,10.0,10.0
152890,1,2.29,2.29,12.0,12.0
152892,1,4.08,4.08,32.0,32.0
152904,1,1.49,1.49,11.0,11.0
152906,1,1.71,1.71,13.0,13.0
152916,1,0.89,0.89,10.0,10.0
152917,2,2.8,1.4,21.0,10.5
152918,1,0.4,0.4,4.0,4.0
152919,1,0.87,0.87,7.0,7.0
152921,2,3.11,1.56,22.0,11.0
152923,1,0.62,0.62,6.0,6.0
152924,1,0.52,0.52,3.0,3.0
152925,1,1.92,1.92,17.0,17.0
152929,1,0.72,0.72,60.0,60.0
152934,1,1.1,1.1,15.0,15.0
152939,2,6.4,3.2,49.0,24.5
152941,1,2.11,2.11,17.0,17.0
152943,1,1.79,1.79,12.0,12.0
152945,2,3.02,1.51,18.0,9.0
152948,1,0.67,0.67,5.0,5.0
152950,2,0.87,0.43,8.0,4.0
152956,1,0.38,0.38,4.0,4.0
152960,1,0.77,0.77,6.0,6.0
152962,1,1.86,1.86,11.0,11.0
152963,1,0.62,0.62,27.0,27.0
152964,1,1.84,1.84,12.0,12.0
152974,1,1.04,1.04,10.0,10.0
152983,2,1.5,0.75,15.0,7.5
152989,3,6.34,2.11,40.0,13.33
152998,2,1.09,0.55,10.0,5.0
153001,1,1.91,1.91,13.0,13.0
153002,1,1.14,1.14,20.0,20.0
153007,1,2.72,2.72,18.0,18.0
153009,2,0.91,0.45,16.0,8.0
153016,1,2.47,2.47,20.0,20.0
153018,1,0.22,0.22,4.0,4.0
153019,1,0.88,0.88,10.0,10.0
153021,1,0.44,0.44,23.0,23.0
153032,3,4.94,1.65,29.0,9.67
153033,2,4.89,2.45,33.0,16.5
153034,1,0.8,0.8,8.0,8.0
153036,1,1.25,1.25,14.0,14.0
153039,1,0.31,0.31,32.0,32.0
153040,1,2.0,2.0,24.0,24.0
153048,1,2.45,2.45,18.0,18.0
153049,2,0.84,0.42,9.0,4.5
153051,2,2.6,1.3,24.0,12.0
153055,1,1.4,1.4,24.0,24.0
153058,1,1.86,1.86,12.0,12.0
153064,2,1.91,0.96,21.0,10.5
153071,1,1.02,1.02,7.0,7.0
153074,1,0.83,0.83,9.0,9.0
153076,1,2.19,2.19,21.0,21.0
153078,1,0.74,0.74,6.0,6.0
153080,1,0.94,0.94,7.0,7.0
153085,1,1.46,1.46,15.0,15.0
153087,1,0.35,0.35,126.0,126.0
153088,1,0.22,0.22,78.0,78.0
153090,1,0.65,0.65,5.0,5.0
153097,1,0.67,0.67,6.0,6.0
153108,1,1.34,1.34,12.0,12.0
153119,1,2.14,2.14,17.0,17.0
153120,1,2.28,2.28,18.0,18.0
153122,1,0.52,0.52,15.0,15.0
153125,1,1.14,1.14,9.0,9.0
153127,1,1.84,1.84,13.0,13.0
153132,1,1.04,1.04,6.0,6.0
153134,1,0.59,0.59,18.0,18.0
153139,1,4.57,4.57,40.0,40.0
153140,1,0.86,0.86,13.0,13.0
153141,2,1.06,0.53,47.0,23.5
153147,1,1.2,1.2,23.0,23.0
153149,3,5.2,1.73,33.0,11.0
153150,1,0.98,0.98,17.0,17.0
153154,1,1.36,1.36,11.0,11.0
153155,1,0.61,0.61,5.0,5.0
153162,2,1.27,0.64,11.0,5.5
153165,1,0.65,0.65,4.0,4.0
153166,4,14.78,3.7,95.0,23.75
153169,2,1.5,0.75,13.0,6.5
153170,1,1.24,1.24,10.0,10.0
153171,4,4.37,1.09,35.0,8.75
153174,1,1.96,1.96,24.0,24.0
153178,2,1.93,0.96,24.0,12.0
153180,1,0.58,0.58,17.0,17.0
153182,4,6.07,1.52,65.0,16.25
153187,1,0.24,0.24,2.0,2.0
153189,1,1.24,1.24,8.0,8.0
153205,1,0.72,0.72,22.0,22.0
153209,1,1.1,1.1,9.0,9.0
153210,5,14.69,2.94,367.0,73.4
153211,1,5.22,5.22,29.0,29.0
153217,1,0.77,0.77,10.0,10.0
153223,1,6.24,6.24,69.0,69.0
153227,1,3.42,3.42,26.0,26.0
153233,1,1.19,1.19,9.0,9.0
153234,1,1.1,1.1,11.0,11.0
153237,2,0.66,0.33,9.0,4.5
153242,1,2.68,2.68,57.0,57.0
153243,1,0.77,0.77,21.0,21.0
153244,2,2.05,1.03,17.0,8.5
153262,1,0.72,0.72,9.0,9.0
153264,2,3.26,1.63,60.0,30.0
153265,1,2.47,2.47,19.0,19.0
153267,1,0.44,0.44,4.0,4.0
153273,2,1.26,0.63,15.0,7.5
153277,1,5.05,5.05,32.0,32.0
153279,2,3.47,1.74,35.0,17.5
153284,2,2.12,1.06,18.0,9.0
153285,1,0.15,0.15,4.0,4.0
153289,1,0.88,0.88,52.0,52.0
153292,1,3.06,3.06,25.0,25.0
153299,1,6.36,6.36,58.0,58.0
153301,2,2.48,1.24,19.0,9.5
153304,1,1.15,1.15,21.0,21.0
153309,1,0.4,0.4,3.0,3.0
153313,3,5.81,1.94,61.0,20.33
153319,2,2.37,1.19,26.0,13.0
153324,3,4.21,1.4,54.0,18.0
153325,1,0.58,0.58,50.0,50.0
153326,2,2.2,1.1,56.0,28.0
153336,1,1.23,1.23,10.0,10.0
153338,1,3.44,3.44,26.0,26.0
153343,1,0.44,0.44,6.0,6.0
153344,1,1.43,1.43,9.0,9.0
153350,3,2.62,0.87,30.0,10.0
153353,1,2.95,2.95,26.0,26.0
153355,2,5.45,2.73,55.0,27.5
153359,3,3.94,1.31,24.0,8.0
153361,1,1.43,1.43,42.0,42.0
153362,1,3.44,3.44,25.0,25.0
153363,1,0.45,0.45,16.0,16.0
153378,1,0.58,0.58,26.0,26.0
153388,1,0.93,0.93,10.0,10.0
153390,1,1.3,1.3,11.0,11.0
153395,1,2.76,2.76,31.0,31.0
153401,1,1.28,1.28,10.0,10.0
153404,1,0.97,0.97,11.0,11.0
153426,1,0.77,0.77,17.0,17.0
153436,1,0.72,0.72,7.0,7.0
153438,2,1.13,0.56,5.0,2.5
153442,1,0.8,0.8,6.0,6.0
153445,2,2.6,1.3,37.0,18.5
153453,1,0.77,0.77,5.0,5.0
153457,1,1.22,1.22,10.0,10.0
153463,1,0.62,0.62,9.0,9.0
153466,1,0.36,0.36,10.0,10.0
153470,4,5.94,1.48,104.0,26.0
153472,3,1.93,0.64,17.0,5.67
153476,1,1.41,1.41,19.0,19.0
153478,1,1.43,1.43,18.0,18.0
153481,1,0.4,0.4,3.0,3.0
153482,1,1.02,1.02,7.0,7.0
153488,1,1.1,1.1,10.0,10.0
153491,1,1.07,1.07,8.0,8.0
153498,1,3.9,3.9,47.0,47.0
153508,1,1.67,1.67,13.0,13.0
153509,1,0.67,0.67,58.0,58.0
153510,1,1.05,1.05,13.0,13.0
153513,1,0.92,0.92,11.0,11.0
153520,2,1.92,0.96,19.0,9.5
153521,1,2.84,2.84,21.0,21.0
153522,1,0.67,0.67,4.0,4.0
153525,1,2.7,2.7,23.0,23.0
153530,1,5.08,5.08,58.0,58.0
153533,1,1.47,1.47,11.0,11.0
153542,2,1.69,0.84,15.0,7.5
153551,1,0.8,0.8,9.0,9.0
153552,1,3.11,3.11,21.0,21.0
153554,1,0.5,0.5,11.0,11.0
153568,2,2.84,1.42,37.0,18.5
153577,1,0.62,0.62,10.0,10.0
153584,2,1.35,0.67,18.0,9.0
153585,2,2.3,1.15,26.0,13.0
153586,1,0.52,0.52,4.0,4.0
153588,2,3.3,1.65,23.0,11.5
153589,1,1.07,1.07,18.0,18.0
153593,1,3.02,3.02,26.0,26.0
