userid,recency(day),frequency(次),total_distance(km),total_duration(min),avg_duration(min),avg_speed(km/h)
5161,13,15,16.25,176.0,11.73,6.6
5162,14,9,20.9,216.0,24.0,6.14
5163,4,13,27.34,215.0,16.54,8.04
5164,0,13,20.66,186.0,14.31,7.59
5165,6,11,17.88,155.0,14.09,6.71
5166,0,10,16.8,133.0,13.3,7.3
5167,0,10,20.76,184.0,18.4,6.91
5168,5,10,10.23,106.0,10.6,6.54
5169,1,7,10.49,217.0,31.0,6.24
5170,0,9,11.2,101.0,11.22,6.76
5171,10,3,1.8,18.0,6.0,5.84
5172,15,5,8.87,96.0,19.2,6.04
5173,0,13,19.29,179.0,13.77,6.32
5174,3,2,3.41,73.0,36.5,5.08
5176,1,9,20.19,223.0,24.78,6.57
5177,27,1,0.83,8.0,8.0,6.21
5178,4,7,14.09,102.0,14.57,8.38
5179,0,13,14.07,165.0,12.69,5.9
5180,2,7,11.36,135.0,19.29,5.64
5181,11,4,3.98,37.0,9.25,6.51
5182,0,11,15.07,134.0,12.18,7.18
5183,22,2,2.56,23.0,11.5,6.77
5184,0,5,5.82,48.0,9.6,6.91
5186,3,8,14.24,135.0,16.88,6.97
5187,2,10,18.0,292.0,29.2,5.56
5188,0,6,8.92,82.0,13.67,6.42
5189,0,10,17.45,242.0,24.2,5.48
5190,13,8,20.52,206.0,25.75,5.85
5191,0,12,23.77,208.0,17.33,7.25
5192,14,5,9.64,76.0,15.2,7.61
5193,4,4,4.03,47.0,11.75,5.32
5194,5,9,13.23,119.0,13.22,8.23
5195,0,7,12.54,132.0,18.86,6.21
5196,0,4,5.73,45.0,11.25,7.68
5197,0,9,12.93,222.0,24.67,5.67
5198,0,15,23.2,240.0,16.0,6.39
5199,5,5,7.68,67.0,13.4,6.68
5200,16,2,2.36,150.0,75.0,3.92
5201,1,9,23.48,206.0,22.89,7.09
5202,4,13,24.18,213.0,16.38,6.12
5203,1,2,2.09,16.0,8.0,8.14
5204,0,11,22.31,205.0,18.64,6.6
5205,1,4,4.13,32.0,8.0,7.54
5206,3,5,6.34,64.0,12.8,6.19
5207,13,3,2.2,26.0,8.67,6.62
5208,0,5,6.57,94.0,18.8,4.62
5209,3,6,9.49,157.0,26.17,5.42
5210,2,12,29.4,272.0,22.67,6.77
5211,0,16,25.84,241.0,15.06,6.75
5212,2,7,10.06,79.0,11.29,8.11
5213,5,10,19.78,152.0,15.2,7.98
5214,4,12,14.33,174.0,14.5,6.16
5215,1,20,22.54,295.0,14.75,6.16
5216,11,2,2.64,17.0,8.5,9.39
5217,1,11,13.47,138.0,12.55,6.12
5218,7,7,9.22,87.0,12.43,5.93
5219,0,8,19.74,172.0,21.5,6.6
5220,0,5,10.44,86.0,17.2,7.15
5221,8,2,2.39,54.0,27.0,2.73
5222,11,9,20.59,152.0,16.89,7.99
5223,11,7,7.21,69.0,9.86,6.52
5224,3,5,6.99,149.0,29.8,5.63
5225,7,5,5.86,96.0,19.2,6.78
5226,3,4,4.25,38.0,9.5,8.3
5227,27,1,1.41,9.0,9.0,9.43
5228,3,4,8.6,91.0,22.75,5.76
5229,2,13,23.33,159.0,12.23,8.6
5230,11,8,10.98,155.0,19.38,6.14
5231,8,8,19.11,165.0,20.62,8.35
5232,13,5,4.48,41.0,8.2,7.08
5233,1,3,5.77,74.0,24.67,4.99
5234,0,6,8.51,84.0,14.0,5.72
5235,2,2,3.51,29.0,14.5,8.04
5236,17,5,7.4,94.0,18.8,6.08
5237,2,14,18.66,277.0,19.79,5.76
5238,14,5,10.54,107.0,21.4,6.57
5239,0,14,19.87,215.0,15.36,6.72
5240,1,11,20.79,163.0,14.82,7.48
5241,8,8,11.13,93.0,11.62,7.33
5242,4,10,14.36,111.0,11.1,8.18
5243,2,3,3.74,52.0,17.33,4.55
5244,2,6,7.6,105.0,17.5,5.02
5245,1,11,21.34,171.0,15.55,7.72
5246,6,6,10.62,69.0,11.5,9.88
5247,1,4,2.94,30.0,7.5,6.0
5248,0,13,25.0,363.0,27.92,6.29
5249,0,9,16.83,138.0,15.33,7.45
5250,12,5,3.47,88.0,17.6,5.63
5251,0,7,6.3,82.0,11.71,6.9
5252,10,11,26.96,222.0,20.18,7.07
5253,1,14,19.26,168.0,12.0,7.66
5254,10,2,2.49,21.0,10.5,8.25
5255,0,12,20.06,239.0,19.92,6.51
5256,0,10,32.78,383.0,38.3,6.52
5257,2,10,12.48,133.0,13.3,6.53
5258,13,3,3.18,51.0,17.0,5.46
5259,0,7,11.38,126.0,18.0,5.9
5260,5,7,6.17,59.0,8.43,6.78
5261,4,14,19.55,258.0,18.43,5.56
5262,1,7,10.09,93.0,13.29,6.6
5263,0,9,14.84,175.0,19.44,5.93
5264,28,1,1.07,7.0,7.0,9.15
5265,0,11,15.31,147.0,13.36,6.53
5266,30,3,3.33,26.0,8.67,8.31
5267,2,8,12.04,105.0,13.12,7.61
5268,0,13,19.93,173.0,13.31,7.3
5269,10,6,8.49,75.0,12.5,6.94
5270,0,11,16.34,186.0,16.91,5.62
5271,0,7,9.68,136.0,19.43,6.14
5272,1,6,7.6,67.0,11.17,6.56
5273,1,5,9.13,109.0,21.8,6.18
5274,0,10,20.68,183.0,18.3,7.1
5275,2,3,2.38,36.0,12.0,6.14
5276,8,9,21.97,335.0,37.22,4.15
5277,0,6,6.21,73.0,12.17,6.53
5278,1,6,8.67,87.0,14.5,6.94
5279,1,7,6.2,168.0,24.0,4.75
5280,1,4,7.88,62.0,15.5,7.74
5281,2,8,11.49,92.0,11.5,7.01
5282,13,5,9.2,86.0,17.2,6.62
5283,6,10,11.84,119.0,11.9,6.76
5284,6,6,6.21,116.0,19.33,5.29
5286,12,10,17.64,173.0,17.3,6.91
5287,2,5,11.64,105.0,21.0,6.58
5288,3,12,18.36,144.0,12.0,8.56
5289,0,12,10.74,114.0,9.5,5.91
5290,1,16,25.21,256.0,16.0,6.45
5291,1,9,10.23,225.0,25.0,5.82
5292,7,4,6.39,66.0,16.5,5.54
5293,0,4,5.16,42.0,10.5,7.1
5294,1,4,10.08,219.0,54.75,3.21
5295,7,1,1.79,12.0,12.0,8.96
5296,9,14,16.95,149.0,10.64,7.09
5297,0,11,9.7,126.0,11.45,6.08
5298,22,3,5.5,52.0,17.33,6.69
5299,0,14,23.53,182.0,13.0,7.58
5300,0,11,24.08,203.0,18.45,7.2
5301,1,12,23.96,197.0,16.42,7.14
5302,1,17,26.92,249.0,14.65,6.95
5303,0,8,20.61,152.0,19.0,8.36
5304,13,4,4.89,39.0,9.75,10.07
5305,1,18,36.0,405.0,22.5,7.21
5306,7,4,5.62,68.0,17.0,5.44
5307,0,15,26.91,266.0,17.73,6.32
5308,0,13,13.84,193.0,14.85,5.22
5309,2,7,12.0,97.0,13.86,7.37
5310,4,2,19.21,238.0,119.0,5.31
5311,16,7,11.1,102.0,14.57,6.8
5312,3,3,1.22,88.0,29.33,2.54
5313,0,9,14.09,123.0,13.67,6.71
5314,17,3,3.14,32.0,10.67,7.02
5315,6,8,13.67,122.0,15.25,6.66
5316,3,6,9.1,111.0,18.5,4.94
5317,0,3,4.53,51.0,17.0,5.39
5318,6,12,13.21,140.0,11.67,6.67
5319,6,5,8.05,50.0,10.0,9.45
5320,1,8,19.14,200.0,25.0,6.2
5321,5,6,7.53,65.0,10.83,6.98
5322,13,8,12.24,104.0,13.0,7.01
5323,1,8,22.26,174.0,21.75,7.46
5324,4,8,8.88,117.0,14.62,7.06
5325,4,6,10.3,96.0,16.0,5.84
5326,2,11,8.86,100.0,9.09,6.89
5327,1,15,17.17,135.0,9.0,7.68
5328,0,9,17.29,130.0,14.44,8.37
5329,0,7,11.12,126.0,18.0,6.9
5330,0,5,9.68,72.0,14.4,7.68
5331,1,9,30.94,292.0,32.44,7.22
5332,17,3,6.62,52.0,17.33,7.34
5333,5,8,11.42,103.0,12.88,6.37
5334,0,10,10.84,110.0,11.0,6.27
5335,0,14,20.09,200.0,14.29,7.14
5336,2,7,5.86,64.0,9.14,6.14
5337,7,3,11.84,99.0,33.0,6.71
5338,3,12,18.93,187.0,15.58,6.42
5339,25,3,11.93,73.0,24.33,8.99
5340,7,10,25.74,188.0,18.8,7.47
5341,0,8,16.8,156.0,19.5,6.24
5342,5,6,7.76,89.0,14.83,7.09
5343,2,9,12.88,138.0,15.33,6.36
5344,6,5,9.17,91.0,18.2,8.86
5345,8,9,14.47,109.0,12.11,7.71
5346,0,3,3.59,37.0,12.33,5.75
5347,0,6,12.2,130.0,21.67,5.68
5348,13,11,11.95,103.0,9.36,7.49
5349,1,9,20.37,148.0,16.44,8.25
5350,2,13,28.58,244.0,18.77,6.81
5351,3,2,4.78,44.0,22.0,6.44
5352,2,10,12.8,138.0,13.8,6.58
5353,11,2,2.86,37.0,18.5,5.06
5354,18,8,12.25,123.0,15.38,5.9
5355,14,6,10.74,76.0,12.67,8.25
5356,10,8,8.6,89.0,11.12,6.6
5357,5,5,8.83,92.0,18.4,5.99
5358,1,9,13.97,111.0,12.33,7.24
5359,1,7,13.42,127.0,18.14,5.54
5360,3,7,6.18,128.0,18.29,6.53
5361,2,6,5.79,49.0,8.17,7.31
5362,0,7,17.5,161.0,23.0,6.89
5363,0,4,5.79,58.0,14.5,6.14
5364,7,6,12.26,128.0,21.33,6.49
5365,2,7,7.48,74.0,10.57,6.41
5366,8,13,15.4,138.0,10.62,7.09
5367,3,6,6.62,47.0,7.83,8.74
5368,0,8,11.04,78.0,9.75,7.82
5369,4,11,12.25,127.0,11.55,6.26
5370,5,7,9.84,124.0,17.71,6.36
5371,3,7,7.47,67.0,9.57,7.09
5372,5,7,7.18,62.0,8.86,6.85
5373,1,4,2.27,31.0,7.75,4.85
5374,1,10,10.71,124.0,12.4,5.81
5375,1,13,17.33,174.0,13.38,6.16
5376,8,10,7.95,234.0,23.4,5.14
5377,4,3,3.95,34.0,11.33,7.07
5378,12,8,13.12,136.0,17.0,6.4
5379,0,12,18.17,157.0,13.08,7.02
5380,1,15,20.3,168.0,11.2,7.72
5381,0,11,10.05,201.0,18.27,5.06
5382,0,1,1.62,9.0,9.0,10.79
5383,1,7,10.72,92.0,13.14,6.2
5384,3,16,17.86,181.0,11.31,6.41
5385,10,7,13.24,143.0,20.43,5.67
5386,30,1,0.62,17.0,17.0,2.2
5387,4,9,8.08,92.0,10.22,5.95
5388,4,7,9.68,80.0,11.43,7.26
5389,0,9,14.24,138.0,15.33,6.44
5390,6,17,25.44,256.0,15.06,7.19
5391,1,9,17.64,157.0,17.44,7.3
5393,5,5,7.74,58.0,11.6,7.31
5394,3,6,5.48,72.0,12.0,7.17
5395,0,8,11.58,110.0,13.75,6.47
5396,2,9,11.59,101.0,11.22,6.89
5397,0,9,9.8,107.0,11.89,5.99
5398,1,10,14.31,169.0,16.9,6.52
5399,1,6,10.56,94.0,15.67,7.05
5400,3,11,12.92,145.0,13.18,6.55
5401,1,8,8.02,73.0,9.12,7.5
5402,4,11,16.42,174.0,15.82,6.25
5403,2,11,18.1,157.0,14.27,6.86
5404,12,5,8.37,101.0,20.2,5.64
5405,5,7,9.05,234.0,33.43,5.75
5406,0,9,18.26,140.0,15.56,8.02
5407,0,9,9.99,89.0,9.89,7.17
5408,6,6,3.83,48.0,8.0,5.46
5409,0,10,14.15,134.0,13.4,6.36
5410,5,8,9.91,80.0,10.0,8.1
5411,6,9,9.46,82.0,9.11,6.72
5412,4,3,7.27,54.0,18.0,8.36
5413,5,7,10.54,90.0,12.86,7.22
5414,4,9,9.38,149.0,16.56,6.97
5415,11,8,7.93,77.0,9.62,6.18
5416,14,2,1.37,10.0,5.0,8.24
5417,7,3,6.39,69.0,23.0,7.07
5418,12,7,7.73,115.0,16.43,5.67
5419,6,12,16.96,198.0,16.5,6.95
5420,1,9,22.62,217.0,24.11,5.99
5421,15,2,3.86,30.0,15.0,7.78
5422,0,8,18.1,150.0,18.75,8.54
5423,2,16,27.47,370.0,23.12,6.62
5424,0,11,10.91,87.0,7.91,7.69
5425,14,3,7.02,44.0,14.67,8.91
5426,5,7,8.49,79.0,11.29,6.41
5427,0,17,21.84,277.0,16.29,6.03
5428,6,7,4.66,80.0,11.43,5.18
5429,9,12,22.37,300.0,25.0,5.96
5430,0,18,22.63,260.0,14.44,5.89
5432,1,8,19.9,188.0,23.5,6.15
5433,6,10,30.36,264.0,26.4,7.33
5434,0,12,19.88,162.0,13.5,8.07
5435,15,4,13.89,121.0,30.25,7.79
5436,1,8,13.67,145.0,18.12,6.85
5437,4,8,7.41,93.0,11.62,6.02
5438,1,7,7.42,65.0,9.29,7.14
5439,3,12,22.58,212.0,17.67,7.03
5440,0,6,7.23,87.0,14.5,6.37
5441,4,6,9.37,100.0,16.67,6.69
5442,0,7,8.53,85.0,12.14,6.75
5443,11,4,6.31,97.0,24.25,5.98
5444,6,11,20.68,190.0,17.27,6.84
5445,7,4,7.12,68.0,17.0,7.23
5446,0,4,3.52,29.0,7.25,7.62
5447,0,8,15.83,123.0,15.38,7.78
5448,3,6,5.19,76.0,12.67,4.59
5449,5,8,25.28,190.0,23.75,8.1
5450,0,13,18.79,170.0,13.08,6.63
5451,1,7,7.05,66.0,9.43,6.1
5452,15,3,3.48,26.0,8.67,8.61
5453,11,4,5.4,89.0,22.25,5.48
5454,10,8,14.34,226.0,28.25,7.18
5455,0,10,15.11,118.0,11.8,8.18
5456,6,5,9.56,91.0,18.2,6.94
5457,2,8,10.97,137.0,17.12,6.11
5458,4,11,11.43,110.0,10.0,6.67
5459,6,9,15.25,133.0,14.78,7.05
5460,19,3,4.0,29.0,9.67,8.45
5461,2,14,19.21,185.0,13.21,6.94
5462,0,11,15.4,167.0,15.18,7.69
5463,0,9,16.4,166.0,18.44,6.55
5464,0,13,21.94,191.0,14.69,6.71
5465,1,8,11.59,107.0,13.38,7.18
5466,19,3,8.57,60.0,20.0,6.96
5467,6,13,12.79,245.0,18.85,6.0
5468,3,8,10.4,100.0,12.5,6.49
5469,3,6,12.8,100.0,16.67,7.62
5470,2,11,22.58,217.0,19.73,6.47
5471,3,16,37.29,420.0,26.25,6.49
5472,11,9,8.54,84.0,9.33,6.5
5473,0,5,7.18,91.0,18.2,6.8
5474,0,6,4.82,96.0,16.0,5.14
5475,6,5,6.92,51.0,10.2,7.78
5476,2,10,17.23,198.0,19.8,6.0
5477,2,5,5.04,118.0,23.6,5.22
5478,3,8,9.49,96.0,12.0,7.31
5479,15,2,2.36,126.0,63.0,3.15
5480,10,6,10.63,77.0,12.83,8.25
5481,15,2,6.68,59.0,29.5,6.44
5482,25,2,0.91,42.0,21.0,2.69
5483,6,10,21.33,169.0,16.9,7.83
5484,1,6,7.4,71.0,11.83,6.5
5485,4,5,4.54,40.0,8.0,7.03
5486,6,7,12.89,126.0,18.0,6.85
5487,2,7,5.6,59.0,8.43,7.93
5488,0,6,6.8,66.0,11.0,6.23
5489,7,8,12.25,125.0,15.62,6.71
5490,5,8,9.78,236.0,29.5,4.73
5492,8,8,18.43,192.0,24.0,6.59
5493,0,16,24.91,223.0,13.94,6.45
5494,1,5,4.86,56.0,11.2,5.77
5495,1,7,7.08,101.0,14.43,6.95
5496,2,10,19.08,284.0,28.4,5.46
5497,0,6,9.96,93.0,15.5,7.78
5498,13,6,11.8,106.0,17.67,6.78
5499,2,6,6.31,83.0,13.83,5.9
5500,1,8,10.88,106.0,13.25,6.21
5501,5,7,9.21,70.0,10.0,8.0
5502,1,8,9.76,156.0,19.5,5.34
5503,1,9,13.2,113.0,12.56,6.72
5504,2,3,1.73,25.0,8.33,5.99
5505,12,5,5.82,50.0,10.0,7.1
5506,0,8,11.57,133.0,16.62,5.59
5507,20,6,7.65,89.0,14.83,5.55
5508,24,4,6.27,53.0,13.25,7.7
5509,2,6,8.0,58.0,9.67,8.01
5510,19,8,8.35,72.0,9.0,7.08
5511,8,7,11.64,115.0,16.43,6.31
5512,0,9,13.83,96.0,10.67,8.54
5513,7,6,6.2,50.0,8.33,7.5
5514,7,1,0.8,14.0,14.0,3.41
5515,3,8,10.64,183.0,22.88,5.62
5516,3,11,13.84,219.0,19.91,5.06
5517,18,1,0.53,5.0,5.0,6.34
5518,8,8,17.54,178.0,22.25,6.81
5519,1,8,11.24,114.0,14.25,7.09
5520,5,7,14.97,147.0,21.0,6.84
5521,0,7,10.75,126.0,18.0,6.14
5522,11,5,20.31,148.0,29.6,7.67
5523,0,8,10.02,155.0,19.38,6.38
5524,19,5,7.01,59.0,11.8,7.16
5525,3,10,12.33,133.0,13.3,5.62
5526,1,14,22.11,231.0,16.5,6.42
5527,10,8,12.94,143.0,17.88,5.99
5528,0,8,14.97,247.0,30.88,6.44
5529,0,5,4.6,37.0,7.4,7.19
5530,0,5,5.18,74.0,14.8,4.57
5531,1,6,7.26,56.0,9.33,8.67
5532,6,4,3.15,53.0,13.25,5.52
5533,6,5,7.29,47.0,9.4,9.54
5534,0,14,34.97,284.0,20.29,7.96
5535,4,9,9.83,62.0,6.89,9.04
5536,2,7,6.78,158.0,22.57,4.21
5537,0,10,11.23,99.0,9.9,6.76
5538,0,14,26.04,320.0,22.86,5.85
5539,28,1,0.67,7.0,7.0,5.78
5540,12,12,12.55,157.0,13.08,6.84
5541,0,5,6.04,91.0,18.2,4.2
5542,0,7,7.05,74.0,10.57,6.84
5543,1,12,15.02,216.0,18.0,6.36
5544,15,1,1.78,13.0,13.0,8.22
5545,2,6,13.6,178.0,29.67,5.75
5546,17,8,17.45,197.0,24.62,7.13
5547,11,9,10.71,170.0,18.89,6.14
5548,5,8,14.06,145.0,18.12,6.16
5549,0,6,12.61,132.0,22.0,5.69
5550,2,11,15.32,176.0,16.0,6.99
5551,0,11,17.08,252.0,22.91,5.45
5553,5,10,14.14,175.0,17.5,5.71
5554,3,7,9.91,125.0,17.86,5.41
5555,5,4,7.51,64.0,16.0,7.76
5556,8,12,15.24,257.0,21.42,6.59
5557,0,5,6.76,62.0,12.4,6.86
5558,17,9,9.17,81.0,9.0,9.05
5560,15,6,8.42,78.0,13.0,6.02
5561,12,12,13.78,194.0,16.17,5.88
5562,7,5,6.58,54.0,10.8,7.28
5563,1,5,10.73,83.0,16.6,6.88
5564,2,5,16.8,141.0,28.2,8.72
5565,0,13,14.37,222.0,17.08,5.74
5566,23,5,4.99,38.0,7.6,7.88
5567,2,12,13.19,307.0,25.58,4.82
5568,2,9,11.55,114.0,12.67,6.24
5570,10,8,15.09,166.0,20.75,6.56
5572,4,11,16.09,157.0,14.27,6.62
5573,0,10,12.06,156.0,15.6,5.34
5574,4,3,3.0,28.0,9.33,7.41
5576,14,10,13.32,136.0,13.6,5.74
5577,0,6,3.73,43.0,7.17,5.2
5578,0,14,18.26,195.0,13.93,6.34
5579,1,7,12.34,97.0,13.86,7.52
5580,8,9,26.37,268.0,29.78,6.21
5581,0,9,11.94,110.0,12.22,6.59
5582,1,12,16.19,242.0,20.17,5.55
5583,4,11,14.73,178.0,16.18,5.32
5584,1,10,13.35,150.0,15.0,5.98
5585,2,8,17.13,272.0,34.0,5.11
5586,1,13,15.97,187.0,14.38,5.97
5587,0,6,13.86,106.0,17.67,8.56
5588,4,8,14.12,193.0,24.12,5.02
5589,1,5,7.36,74.0,14.8,6.13
5590,2,11,19.67,205.0,18.64,6.07
5591,1,11,12.76,214.0,19.45,4.95
5592,3,6,9.17,73.0,12.17,6.72
5593,16,10,15.02,157.0,15.7,6.42
5594,0,9,8.21,116.0,12.89,5.19
5595,4,10,14.3,124.0,12.4,6.49
5596,0,7,9.43,84.0,12.0,5.89
5597,6,11,14.03,326.0,29.64,5.1
5598,5,11,17.26,178.0,16.18,6.63
5600,0,16,33.22,331.0,20.69,7.33
5601,18,5,7.04,71.0,14.2,6.46
5602,2,10,12.14,244.0,24.4,5.66
5603,0,7,9.54,109.0,15.57,5.59
5604,0,14,25.1,213.0,15.21,7.07
5605,2,12,15.83,175.0,14.58,6.11
5606,4,8,11.67,97.0,12.12,7.68
5607,1,7,11.0,81.0,11.57,7.45
5608,1,11,13.05,145.0,13.18,6.98
5609,4,7,17.4,130.0,18.57,6.88
5610,11,4,12.98,135.0,33.75,5.98
5611,0,13,30.36,289.0,22.23,7.38
5612,0,7,10.95,83.0,11.86,8.44
5613,0,17,22.82,207.0,12.18,6.89
5614,0,6,7.17,126.0,21.0,5.04
5615,1,18,24.76,265.0,14.72,6.39
5616,3,8,12.5,115.0,14.38,6.18
5617,5,10,10.41,104.0,10.4,7.15
5618,1,7,4.6,107.0,15.29,3.89
5619,2,4,5.41,146.0,36.5,3.97
5620,4,2,1.63,12.0,6.0,7.6
5621,3,5,11.9,102.0,20.4,6.54
5622,1,9,13.36,135.0,15.0,6.78
5623,3,11,23.87,214.0,19.45,7.35
5624,0,6,9.73,83.0,13.83,7.14
5625,3,7,5.62,53.0,7.57,6.49
5626,12,13,18.24,162.0,12.46,6.97
5627,15,5,6.36,60.0,12.0,6.36
5628,1,9,11.01,141.0,15.67,5.67
5629,20,2,4.6,30.0,15.0,8.58
5630,1,7,5.45,60.0,8.57,6.69
5631,13,9,12.0,112.0,12.44,6.43
5632,2,11,18.69,157.0,14.27,7.63
5633,2,9,13.59,139.0,15.44,6.55
5634,16,1,2.62,18.0,18.0,8.73
5636,2,8,7.74,85.0,10.62,5.95
5637,0,5,6.25,63.0,12.6,6.5
5638,1,10,14.83,141.0,14.1,6.18
5639,2,8,13.61,110.0,13.75,7.44
5640,7,7,10.68,81.0,11.57,7.65
5641,5,3,2.52,81.0,27.0,4.27
5642,4,9,8.46,78.0,8.67,6.72
5643,13,9,15.25,127.0,14.11,7.54
5644,7,6,10.63,92.0,15.33,6.43
5645,0,8,9.63,77.0,9.62,7.8
5646,1,11,20.3,222.0,20.18,5.72
5647,1,11,23.08,202.0,18.36,6.4
5648,3,7,7.4,81.0,11.57,5.84
5649,6,6,4.53,67.0,11.17,6.02
5650,0,10,8.9,94.0,9.4,5.91
5651,0,7,10.28,89.0,12.71,7.33
5652,5,9,10.29,83.0,9.22,7.58
5653,5,9,8.75,138.0,15.33,5.48
5654,0,8,10.28,98.0,12.25,6.44
5655,4,6,26.99,346.0,57.67,4.23
5656,0,9,13.41,101.0,11.22,7.61
5657,2,13,15.94,125.0,9.62,8.15
5658,16,7,10.01,167.0,23.86,7.15
5659,12,6,13.23,135.0,22.5,7.67
5660,14,5,4.47,62.0,12.4,7.36
5661,2,14,18.28,181.0,12.93,6.67
5662,1,11,19.94,206.0,18.73,7.17
5663,0,13,17.13,165.0,12.69,6.67
5664,0,4,13.74,87.0,21.75,8.82
5665,0,5,7.29,129.0,25.8,5.55
5666,13,7,15.68,151.0,21.57,6.42
5667,1,16,30.27,281.0,17.56,6.88
5668,0,6,7.61,203.0,33.83,4.05
5669,6,9,11.64,127.0,14.11,5.95
5670,2,11,10.75,157.0,14.27,5.39
5671,3,2,2.19,16.0,8.0,7.02
5672,10,8,10.27,97.0,12.12,6.74
5673,0,9,11.99,98.0,10.89,7.35
5674,0,6,7.73,70.0,11.67,6.94
5675,0,7,13.56,124.0,17.71,7.23
5676,5,5,4.09,124.0,24.8,4.19
5677,4,12,17.9,172.0,14.33,7.52
5678,1,7,8.64,159.0,22.71,4.82
5679,0,5,12.13,99.0,19.8,6.98
5680,1,11,21.77,222.0,20.18,6.34
5681,15,3,7.19,107.0,35.67,4.38
5682,3,9,16.56,179.0,19.89,6.99
5683,2,3,3.18,49.0,16.33,5.04
5684,6,5,8.65,68.0,13.6,7.78
5685,3,12,19.45,164.0,13.67,7.42
5686,13,5,3.66,62.0,12.4,4.73
5687,5,5,8.5,80.0,16.0,7.51
5688,0,11,18.13,154.0,14.0,7.13
5689,0,6,7.99,131.0,21.83,6.44
5690,12,2,1.86,15.0,7.5,7.26
5691,3,8,14.32,131.0,16.38,7.02
5692,1,6,13.41,102.0,17.0,7.58
5693,0,7,14.0,92.0,13.14,8.67
5694,11,3,1.59,29.0,9.67,3.54
5695,3,6,8.56,77.0,12.83,7.04
5696,7,12,19.7,168.0,14.0,7.1
5697,1,4,4.87,46.0,11.5,6.29
5698,7,12,24.84,217.0,18.08,7.07
5699,0,11,19.03,180.0,16.36,6.29
5700,4,10,13.04,129.0,12.9,6.65
5701,8,7,10.56,100.0,14.29,6.83
5702,6,8,10.54,90.0,11.25,7.85
5703,0,12,18.68,200.0,16.67,5.99
5704,16,2,1.38,79.0,39.5,2.82
5705,15,6,7.79,81.0,13.5,6.36
5706,7,13,17.41,180.0,13.85,6.06
5707,2,10,15.54,117.0,11.7,8.03
5708,1,8,13.82,130.0,16.25,6.62
5709,0,10,17.94,164.0,16.4,6.29
5710,8,2,4.55,35.0,17.5,8.07
5711,9,7,11.22,103.0,14.71,6.55
5712,3,7,13.86,106.0,15.14,7.71
5713,0,12,11.77,114.0,9.5,6.82
5714,2,7,21.4,170.0,24.29,7.93
5715,4,6,5.85,44.0,7.33,8.74
5716,2,8,10.76,82.0,10.25,7.51
5717,5,7,22.32,170.0,24.29,7.11
5718,0,14,16.12,153.0,10.93,6.47
5719,2,4,8.7,82.0,20.5,6.81
5720,1,12,17.3,281.0,23.42,5.96
5721,6,6,9.4,147.0,24.5,5.77
5722,18,5,6.51,65.0,13.0,7.18
5723,0,12,24.59,344.0,28.67,6.33
5724,5,10,22.13,169.0,16.9,7.4
5725,2,9,11.85,103.0,11.44,7.54
5726,2,9,20.72,214.0,23.78,7.01
5727,26,1,1.02,11.0,11.0,5.56
5728,14,6,9.73,82.0,13.67,7.01
5729,17,2,2.73,31.0,15.5,7.43
5730,1,7,13.37,111.0,15.86,7.58
5731,4,10,14.46,148.0,14.8,6.24
5732,0,10,15.33,140.0,14.0,7.17
5733,3,4,3.58,38.0,9.5,6.86
5734,8,2,1.07,12.0,6.0,5.26
5735,1,2,3.44,38.0,19.0,5.57
5736,1,4,6.15,53.0,13.25,7.32
5737,2,12,14.23,221.0,18.42,6.31
5738,1,5,11.83,122.0,24.4,6.31
5739,0,6,10.69,235.0,39.17,6.58
5740,3,6,17.34,131.0,21.83,7.61
5741,2,8,8.69,76.0,9.5,7.27
5742,1,6,9.32,75.0,12.5,7.38
5743,0,4,4.53,44.0,11.0,6.24
5744,0,9,16.08,129.0,14.33,7.58
5745,1,14,22.5,186.0,13.29,7.3
5746,5,15,27.06,307.0,20.47,6.35
5747,0,3,3.89,46.0,15.33,6.14
5748,1,9,14.07,147.0,16.33,5.55
5749,5,8,13.94,180.0,22.5,7.25
5750,1,5,8.13,56.0,11.2,9.35
5751,6,12,15.12,154.0,12.83,6.63
5752,0,4,4.59,40.0,10.0,6.98
5753,16,4,4.7,51.0,12.75,6.47
5754,1,7,14.15,115.0,16.43,7.82
5755,0,3,4.06,179.0,59.67,5.81
5756,2,8,12.54,100.0,12.5,6.78
5757,16,7,14.53,160.0,22.86,6.58
5758,10,5,5.23,54.0,10.8,5.65
5759,6,5,10.96,74.0,14.8,8.86
5760,3,7,9.25,103.0,14.71,6.18
5761,14,7,10.31,110.0,15.71,6.36
5762,2,5,6.37,52.0,10.4,10.34
5764,6,9,9.01,101.0,11.22,6.19
5765,0,15,28.25,265.0,17.67,6.95
5766,0,9,23.02,163.0,18.11,7.93
5767,2,5,4.37,64.0,12.8,4.74
5768,0,6,9.33,79.0,13.17,8.44
5769,9,8,12.22,99.0,12.38,7.9
5770,12,6,7.02,65.0,10.83,6.49
5771,0,14,26.74,348.0,24.86,5.28
5772,0,4,7.08,94.0,23.5,5.41
5773,0,17,26.33,216.0,12.71,7.66
5774,6,7,13.13,175.0,25.0,6.56
5775,8,12,16.93,140.0,11.67,7.21
5776,7,6,7.08,68.0,11.33,7.0
5777,2,9,7.95,67.0,7.44,7.17
5778,0,11,20.67,204.0,18.55,6.6
5779,2,6,5.55,51.0,8.5,6.32
5780,14,4,4.31,54.0,13.5,6.02
